Wavelength [A],flux [erg/cm^2/s/A]
1138.0,2.780398768541198
1139.0,1.6014149821034827
1140.0,2.6368430317017184
1141.0,4.586455959785849
1142.0,5.380690752946681
1143.0,4.594931562735562
1144.0,4.944417917518472
1145.0,6.745190027700515
1146.0,6.415469913116064
1147.0,3.56227769406612
1148.0,1.5231802560481675
1149.0,0.8949635306753465
1150.0,0.7598342249206218
1151.0,0.8261440104312309
1152.0,0.9608953251652278
1153.0,1.003857729909403
1154.0,1.0011837697380377
1155.0,1.025446576982817
1156.0,0.9618420533160359
1157.0,0.8871455418361097
1158.0,0.9675266311672347
1159.0,1.0781484502763563
1160.0,1.0603835073411163
1161.0,0.9527911059568009
1162.0,0.8350964547167349
1163.0,0.7643142329689088
1164.0,0.8264099143379953
1165.0,1.0335708956003284
1166.0,1.3520398681405006
1167.0,1.729942599990858
1168.0,2.0285842295253804
1169.0,2.2918573096506654
1170.0,2.306686157069937
1171.0,2.1556831397544496
1172.0,7.362891324411567
1173.0,48.126037780730975
1174.0,189.3172941771866
1175.0,397.65582911134527
1176.0,441.6847419956345
1177.0,258.6732781936619
1178.0,80.01044725907802
1179.0,13.555104060649317
1180.0,1.8888912434958334
1181.0,0.9374886549758944
1182.0,0.9949703884047072
1183.0,1.1707152644299905
1184.0,1.3559937433330427
1185.0,1.3669071820831238
1186.0,1.3464388457063547
1187.0,2.3332837208054857
1188.0,9.411986704559327
1189.0,31.334926115468868
1190.0,58.41288284747525
1191.0,70.97712425272896
1192.0,110.01618109024784
1193.0,222.40394741066612
1194.0,321.50625834174895
1195.0,276.1600892484222
1196.0,150.12462979247556
1197.0,84.50588679204773
1198.0,69.98729158667422
1199.0,58.24273141997278
1200.0,38.6518388751767
